_id,created_at,favorite_count,geo,id,place,retweet_count,source,text
5d8d0a351203fc9d25baae4d,Sun Sep 22 10:14:07 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SOCatalunya: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositivo @…"
5d8d0a351203fc9d25baae4e,Sun Sep 22 10:13:47 +0000 2019,11,,1.18E+18,,5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2.… https://t.co/Nqe4uuMce9"
5d8d0a351203fc9d25baae4f,Sun Sep 22 09:49:29 +0000 2019,0,,1.18E+18,,0,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","RT @IntelGaming: Nous sommes ravis d'organiser le tournoi de eSports Intel World Open au Japon, où nous couronnerons les champions de @Rock…"
5d8d0a351203fc9d25baae50,Sun Sep 22 09:39:30 +0000 2019,0,,1.18E+18,,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Will Esports be in the olympics, Ninja explains https://t.co/5tho3anyo5 https://t.co/qo8foImq3l"
5d8d0a351203fc9d25baae51,Sun Sep 22 09:03:18 +0000 2019,1,,1.18E+18,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“Intel and IOC discuss esports Olympics inclusion”

What's your opinion? Share with us.

But anyway, both you and I… https://t.co/vw3KLnFN01"
5d8d0a351203fc9d25baae52,Sun Sep 22 06:47:59 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GGWPacademy: Do you agree with @Ninja?
 
https://t.co/B0iugPRfbC

#dextero | #esports #mixer https://t.co/kREM2JtEx3"
5d8d0a351203fc9d25baae53,Sun Sep 22 06:30:03 +0000 2019,3,,1.18E+18,,1,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Do you agree with @Ninja?
 
https://t.co/B0iugPRfbC

#dextero | #esports #mixer https://t.co/kREM2JtEx3"
5d8d0a351203fc9d25baae54,Sun Sep 22 04:58:46 +0000 2019,1,,1.18E+18,,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VIDEO: #Ninja Says Video Games Will Be an Olympic Sport, 'It's a Matter of Time'! https://t.co/Cmg2PZ0CMP #Olympics… https://t.co/FaTLtaS5Zs"
5d8d0a351203fc9d25baae55,Sun Sep 22 02:38:01 +0000 2019,1,,1.18E+18,,0,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Intel has announced the Intel World Open, an esports tournament that will take place on the lead up to the Tokyo 20… https://t.co/2uE5df6N7B"
5d8d0a351203fc9d25baae56,Sun Sep 22 01:56:00 +0000 2019,1,,1.18E+18,,0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Fortnite superstar Ninja says gaming WILL be in the Olympics. https://t.co/T7pD4IceMH (via @TMZ)
