OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,favoritePartDestinationKentState,anyAdditionalComments
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['student', 'take', 'class', 'kent', 'state', 'general', 'life', 'college', 'student', 'also', 'feel', 'comfortable', 'meet', 'new', 'people', 'balance', 'school', 'life', 'spend', 'much', 'time', 'ball', 'room', 'experience', 'little', 'content', 'new', 'helpful', 'advise', 'preparation', 'session', 'go', 'home', 'felt', 'push', 'get', 'student', 'socialize', 'unnatural', 'next', 'day', 'come', 'back', 'schedule', 'class', 'father', 'get', 'go', 'somewhere', 'else', 'understand', 'concern', 'somewhat', 'offensive', 'u', 'advise', 'experience', 'good', 'schedule', 'class', 'still', 'need', 'change', 'schedule', 'plan', 'take', 'class', 'stark', 'people', 'schedule', 'area', 'seem', 'unable', 'despite', 'experience', 'look', 'forward', 'continue', 'time', 'university']"
['nan'],['nan'],['nan'],"['make', 'connection', 'people', 'start', 'conversation']",['nan'],"['check', 'ballroom', 'really', 'fun', 'everyone', 'speak', 'nice', 'job', 'keep', 'everyone', 'awake']",['nan']
['nan'],"['really', 'enjoy', 'time', 'advisor', 'take', 'ask', 'question', 'get', 'everything', 'perfect', 'leave', 'feel', 'confident', 'inform']",['nan'],"['extra', 'social', 'time', 'within', 'college', 'group']",['nan'],['nan'],['nan']
['nan'],"['nice', 'able', 'meet', 'current', 'student', 'former', 'student', 'get', 'feedback', 'class', 'take', 'also', 'like', 'provide', 'mock', 'schedule', 'idea', 'class', 'need', 'take', 'order', 'fulfill', 'requirement']",['nan'],"['time', 'socialize', 'first', 'half', 'day', 'spend', 'sit', 'listen', 'give', 'anyone', 'time', 'meet', 'people', 'ice', 'breaker', 'fun', 'afterwards', 'split', 'lastly', 'fun', 'one', 'really', 'know', 'hard', 'people']","['let', 'people', 'know', 'roommate', 'dorm', 'assignment', 'able', 'meet', 'roommate', 'see', 'dorm', 'person', 'give', 'ability', 'plan', 'dorm', 'since', 'set', 'size']",['nan'],['nan']
"['study', 'beforehand']",['nan'],"['feel', 'like', 'take', 'time', 'look', 'record', 'beforehand']","['time', 'mingle', 'within', 'actual', 'college']",['nan'],"['walk', 'downtown']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people']",['nan']
['nan'],"['advisor', 'nice', 'glad', 'meet', 'make', 'pick', 'class', 'worry', 'seem', 'easy']",['nan'],"['talk', 'interest', 'try', 'make', 'friend']","['navigate', 'campus']","['like', 'talk', 'flash', 'guide', 'informative']",['nan']
"['make', 'sure', 'take', 'test']",['nan'],['nan'],"['maybe', 'seek', 'connection', 'bond', 'time']",[],"['like', 'food', 'organize', 'event']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'story']",['nan']
['nan'],['nan'],['nan'],"['instead', 'awkward', 'breaker', 'like', 'minute', 'without', 'parent', 'talk']","['talk', 'walk', 'place', 'rid', 'bus', 'whatnot']",['food'],['nan']
['nan'],['nan'],['nan'],['nan'],"['core', 'class', 'option', 'recommend']","['get', 'experience', 'downtown', 'friend', 'good', 'experience', 'choose', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['everyone', 'happy', 'helpful']",['nan']
['nan'],['nan'],['nan'],['outgo'],"['get', 'around', 'campus']","['get', 'meet', 'flash', 'guide']",['nan']
"['let', 'student', 'use', 'calculator']",['nan'],"['lecture', 'parent', 'money', 'matter']","['likely', 'nothing']","['money', 'matter', 'student', 'whose', 'parent', 'help', 'pay', 'college']","['academic', 'advise']",['nan']
['nan'],['nan'],['nan'],['nan'],"['summer', 'read', 'program', 'elaborate', 'find', 'word', 'mouth', 'think', 'would', 'best', 'announce', 'day', 'rather', 'second']",['nan'],"['bite', 'long', 'wind', 'enjoy', 'program', 'thank', 'welcome']"
"['program', 'bite', 'take', 'test', 'contact', 'support', 'time', 'get', 'back', 'complete', 'test']",['nan'],"['love', 'guy', 'speak', 'seminar', 'funny', 'teach', 'much', 'time', 'wish', 'hear', 'story', 'flash', 'guide', 'though', 'felt', 'like', 'lot', 'activity', 'break', 'ice', 'lot', 'listen', 'confession', 'flash', 'guide', 'really', 'confession', 'play', 'bingo', 'game', 'instead', 'would', 'love', 'listen', 'story', 'college', 'experience', 'story', 'guide', 'freshman']","['think', 'connection', 'almost', 'make', 'connection', 'walk', 'place', 'happen', 'sit', 'someone', 'seminar', 'introduce', 'click', 'think', 'guy', 'push', 'thing', 'could', 'help', 'way']","['actually', 'story', 'flash', 'guide', 'instead', 'ice', 'break', 'activity']","['meet', 'people', 'get', 'see', 'would', 'walk', 'well', 'give', 'lot', 'information', 'need', 'start', 'school', 'fall', 'learn', 'great', 'instead', 'learn', 'week', 'start', 'college']",['nan']
"['feel', 'like', 'need', 'emphasis', 'take', 'placement', 'test', 'friend', 'even', 'know', 'do', 'test']","['advisor', 'heather', 'eaves', 'really', 'make', 'feel', 'much', 'good', 'come', 'kent', 'state', 'fall', 'big', 'help']",['nan'],['nan'],['nan'],"['favorite', 'part', 'probably', 'question', 'thing', 'able', 'ask', 'question', 'social', 'aspect', 'college', 'learn', 'college', 'experience']","['feel', 'experience', 'good', 'informative', 'however', 'friend', 'agree', 'whole', 'process', 'draw', 'felt', 'different', 'session', 'focus', 'go', 'happen', 'advise', 'appointment', 'think', 'advise', 'first', 'day', 'activity', 'optional']"
['nan'],['nan'],['nan'],"['great', 'way', 'find', 'common', 'student']","['maybe', 'little', 'time', 'explore', 'downtown', 'collage', 'tour', 'still', 'confuse', 'navigate', 'collage']","['flash', 'guide', 'amaze', 'give', 'great', 'fun', 'informative', 'amazingly', 'helpful', 'particular', 'chance', 'talk', 'everything', 'finance', 'involvement', 'academic', 'success', 'flash', 'guide', 'make', 'worth', 'trip']","['go', 'flash']"
"['placement', 'assessment', 'great']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'explore', 'campus']",['nan']
['nan'],['nan'],['nan'],['excellent'],"['bus', 'rout', 'information', 'commuter', 'need', 'park', 'walk', 'time', 'concern', 'commuter']","['room', 'help', 'bond', 'people', 'nice', 'get', 'know', 'people']",['nan']
"['make', 'take', 'exam', 'global', 'study', 'major']",['nan'],['nan'],['nan'],['nan'],"['socialize', 'flash', 'guide', 'student', 'well', 'discus', 'advise']",['nan']
['nan'],['nan'],['nan'],"['everything', 'get', 'know', 'game', 'throughout', 'day', 'college', 'break', 'session', 'helpful']",['nan'],"['really', 'like', 'make', 'new', 'friend', 'activity', 'energy', 'enthusiasm', 'willingness', 'help', 'make', 'great', 'experience', 'feel', 'prepare', 'even', 'excite', 'attend', 'fall']","['great', 'experience']"
"['give', 'access', 'range', 'activity', 'student']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['optional', 'variety', 'different', 'presentation']",['nan']
['nan'],['nan'],['nan'],"['activity', 'involve', 'social', 'interaction', 'student', 'quite', 'activity', 'involve', 'group', 'activity', 'flash', 'guide', 'bot', 'many', 'activity', 'student', 'student', 'interaction']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['food'],"['think', 'speaker', 'break', 'people', 'get', 'restless']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['really', 'love', 'panel', 'able', 'choose', 'allow', 'get', 'information', 'want', 'receive']",['nan']
['nan'],['nan'],['nan'],"['thing', 'personally', 'help', 'make', 'connection', 'time', 'work', 'together', 'classroom', 'environment']",['nan'],"['meet', 'incoming', 'student']","['really', 'good', 'great', 'time']"
['nan'],['nan'],['nan'],"['small', 'group', 'pick', 'randomly']",['nan'],"['get', 'schedule', 'glad', 'know', 'class']",['nan']
['nan'],['nan'],['nan'],"['people', 'socialize', 'participate', 'activity']",['nan'],"['get', 'know']",['nan']
['nan'],['nan'],['nan'],"['time', 'talk', 'people', 'major']","['specific', 'major', 'discussion', 'group']","['go', 'appointment']",['nan']
['nan'],"['felt', 'little', 'rush', 'wish', 'little', 'long', 'meet', 'adviser']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'destination', 'kent', 'state', 'experience', 'academic', 'advise', 'appointment']",['nan']
['nan'],['nan'],['nan'],"['interaction', 'small', 'group', 'college']",['nan'],"['schedule', 'class', 'interact', 'people', 'college']",['nan']
"['overthink', 'think', 'fail', 'probably']",['nan'],['nan'],"['honestly', 'know']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['day', 'bore', 'look', 'make', 'friend']",['nan'],['nan'],['nan']
"['think', 'placement', 'assessment', 'straight', 'forward', 'helpful']","['pleasant', 'experience', 'academic', 'advisor', 'advisor', 'helpful', 'able', 'guide', 'answer', 'question', 'concern', 'upcoming', 'semester', 'well', 'specific', 'major']","['information', 'useful', 'help', 'become', 'future', 'college', 'student']","['know', 'anyone', 'go', 'specific', 'quite', 'shy', 'would', 'felt', 'good', 'close', 'friend']","['transition', 'high', 'school', 'college', 'life', 'perhaps', 'handful', 'flash', 'guide', 'tell', 'specific', 'story', 'adjust', 'college', 'life', 'incoming', 'student', 'hear', 'could', 'help', 'u', 'relate', 'guide', 'allow', 'chance', 'talk', 'guide', 'relate', 'get', 'advice']","['enjoy', 'fact', 'able', 'stay', 'parent', 'majority', 'first', 'day', 'help', 'feel', 'comfortable', 'around', 'people', 'know', 'also', 'like', 'get', 'blank', 'sheet', 'fill', 'kent', 'core', 'class', 'interest', 'well', 'receive', 'book', 'contain', 'class', 'find', 'useful', 'decide', 'class', 'want', 'take', 'fall']","['find', 'session', 'useful', 'provide', 'good', 'information', 'kent', 'state', 'staff', 'member', 'excite', 'will', 'help', 'anyone', 'need', 'assistance', 'day', 'run', 'smoothly', 'well', 'organize']"
"['hard', 'try', 'graph', 'computer', 'use', 'material', 'give', 'feel', 'write', 'test', 'would', 'much', 'beneficial']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['advisor', 'able', 'answer', 'question', 'thoroughly', 'help', 'feel', 'much', 'sure', 'future', 'endeavor']",['nan'],['nan'],['nan'],['nan'],['nan']
"['review', 'important', 'help', 'place', 'correct', 'class']","['efficient', 'enjoy', 'able', 'ask', 'whatever', 'question', 'need', 'answer']",['nan'],"['little', 'bite', 'structure', 'social', 'time', 'might', 'help', 'way', 'set', 'introduction']",['really'],"['really', 'enjoy', 'social', 'time', 'personally', 'felt', 'satisfy', 'schedule', 'advise', 'personal', 'advisor']",['nan']
[],['nan'],['nan'],"['talkative', 'social']",[],"['schedule', 'class', 'receive', 'felt', 'like', 'finalize', 'decision', 'attend', 'kent']","['find', 'check', 'navigate', 'campus', 'first', 'difficult', 'maybe', 'guide', 'outside', 'park', 'area', 'around', 'could', 'help', 'people', 'find', 'easily']"
['nan'],['nan'],['nan'],"['u', 'without', 'parent', 'connect', 'good', 'parent', 'somewhere', 'else']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['group', 'group', 'student', 'college']","['get', 'know', 'campus']","['play', 'ice', 'breaker', 'flash', 'guide']",['nan']
"['make', 'easy', 'phone', 'use']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['normally', 'take', 'test', 'computer', 'lot', 'different']","['experience', 'helpful', 'advisor', 'answer', 'question', 'positive']",['helpful'],"['able', 'meet', 'roommate', 'people', 'college']","['think', 'time', 'student', 'without', 'parent', 'able', 'make', 'connection', 'student']","['like', 'campus', 'night', 'find', 'way', 'around']",['nan']
['nan'],['nan'],['nan'],"['mention', 'early', 'social', 'time', 'prior', 'actual', 'orientation', 'yes', 'presentation', 'important', 'long', 'time', 'sit', 'one', 'space', 'without', 'connect', 'class']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['din', 'get', 'know', 'campus']",['nan']
['nan'],['nan'],['nan'],"['time', 'really', 'talk', 'socialize', 'peer']",['nan'],['nan'],['nan']
"['take', 'one']","['go', 'well', 'quick']","['felt', 'necessary', 'already', 'almost', 'credit', 'hour']",['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['student', 'go', 'get', 'know', 'people']","['need', 'provide', 'night', 'portion', 'also', 'provide', 'snack', 'good', 'ice', 'cream']"
"['language', 'test', 'would', 'well', 'include', 'write', 'speak', 'portion', 'understand', 'would', 'quite', 'grade', 'process', 'write', 'speak', 'language', 'vital', 'true', 'comprehension', 'simply', 'read', 'consider', 'well', 'verse', 'able', 'test', 'intermediate', 'piecemeal', 'knowledge', 'context', 'clue', 'lucky', 'guess']",['nan'],"['many', 'session', 'felt', 'overly', 'similar', 'monotonous', 'likely', 'could', 'compress', 'session', 'make', 'optional', 'cut', 'entirely', 'time', 'use', 'session', 'would', 'good', 'spend', 'help', 'student', 'connect', 'especially', 'group', 'base', 'major', 'college']","['time', 'spend', 'small', 'group', 'either', 'random', 'base', 'major', 'college']","['small', 'group', 'base', 'major', 'college']",['nan'],['nan']
['nan'],['nan'],['nan'],"['activity', 'design', 'get', 'student', 'major', 'learn', 'make', 'new', 'friend']","['information', 'summer', 'homework']","['help', 'receive', 'speaker', 'guide']",['nan']
['nan'],['nan'],['nan'],['nan'],"['park', 'depth', 'explanation', 'dorm']",[],['nan']
['nan'],"['answer', 'question', 'survey', 'refer', 'survey', 'fill', 'come', 'make', 'survey', 'feel', 'like', 'waste', 'time']",['nan'],"['separate', 'student', 'parent']",['nan'],['nan'],['nan']
['nan'],['nan'],"['long', 'without', 'break', 'hand', 'activity']","['involve', 'member']","['tour', 'important']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'even', 'social', 'activity']",['nan']
"['none', 'think', 'way', 'placement', 'test', 'set', 'good', 'complete', 'easy', 'understand', 'analytics', 'involve', 'score']","['go', 'process', 'schedule', 'class', 'advisor', 'helpful', 'answer', 'question', 'give', 'insight', 'anything', 'think', 'please', 'experience']",['nan'],"['connect', 'student', 'game', 'host', 'case', 'able', 'talk', 'connect', 'whole']","['personally', 'house', 'could', 'explain', 'example', 'live', 'must', 'part', 'information', 'previous', 'example', 'could', 'explain', 'u', 'however', 'large', 'issue']","['get', 'connect', 'student', 'along', 'day', 'end', 'back', 'dorm', 'lounge']","['overall', 'experience', 'positive', 'one', 'help', 'around', 'find', 'new', 'people', 'connect', 'connect', 'specific', 'program', 'experience', 'college', 'also', 'maintain', 'academic', 'expectation']"
['nan'],"['well', 'do', 'go', 'quickly', 'understand', 'everything', 'advisor', 'make', 'everything', 'clear']","['fun', 'informative', 'day', 'lot', 'fun', 'even', 'activity', 'first', 'night']","['time', 'socialize']","['maybe', 'talk', 'move', 'day', 'allow', 'allow', 'also', 'specific', 'kind', 'id', 'need', 'see', 'order', 'make', 'flash', 'card']","['love', 'love', 'even', 'activity', 'love', 'name', 'tag', 'decorate', 'picture', 'frame', 'opportunity', 'love', 'meet', 'new', 'incoming', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['dinner', 'go', 'back', 'residence', 'hall', 'fun', 'activity', 'get', 'connect', 'peer']",['nan']
['nan'],['nan'],['nan'],['nan'],['safety'],[],['nan']
['nan'],['nan'],['nan'],"['student', 'small', 'group', 'parent', 'stay', 'felt', 'little', 'awkward', 'around', 'adult', 'student', 'feel', 'would', 'make', 'good', 'connection', 'small', 'student', 'group']","['purchase', 'book', 'supply']","['meet', 'new', 'people', 'experience', 'life', 'away', 'home', 'like', 'able', 'college', 'campus', 'without', 'family', 'member', 'give', 'chance', 'feel', 'like', 'real', 'kent', 'state', 'student']",['nan']
"['little', 'complicate', 'first', 'eventually', 'catch']",['nan'],['nan'],"['able', 'talk', 'people', 'college']",[],"['able', 'explore', 'campus', 'downtown', 'anyone', 'college']",['nan']
"['teacher', 'actually', 'teach', 'thing']",['nan'],['nan'],"['gender', 'want', 'good', 'time']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'student', 'loan', 'process']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'explore', 'campus']",['nan']
['nope'],['nan'],['nan'],['nan'],"['pay', 'college']",['nan'],['nan']
['nan'],"['way', 'go', 'take', 'time', 'go', 'badly', 'do', 'last', 'appointment', 'long', 'grueling', 'listen', 'story', 'would', 'work', 'actually', 'story', 'q', 'tell', 'engage', 'story', 'would', 'good']",['nan'],"['force', 'student', 'mingle', 'rather', 'people', 'felt', 'like']","['prepare', 'class', 'get', 'book', 'bookstore', 'find', 'professor', 'syllabus']","['able', 'talk', 'incoming', 'freshman']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['extremely', 'nervous', 'go', 'enjoy', 'every', 'minute', 'favorite', 'part', 'people', 'involve', 'make', 'feel', 'comfortable', 'campus']",['nan']
['nan'],['nan'],['nan'],"['shout', 'fat', 'joke', 'family', 'member', 'mock', 'bring', 'campus']",[],['nan'],"['treatment', 'student', 'make', 'question', 'whether', 'truly', 'want', 'attend', 'college']"
[],['nan'],['nan'],"['group', 'chat', 'join', 'get', 'actually', 'really', 'good', 'way', 'friendship']","['personally', 'think', 'everything', 'really', 'thorough', 'helpful']","['honestly', 'favorite', 'part', 'make', 'whole', 'go', 'college', 'start', 'new', 'life', 'chapter', 'seem', 'scary', 'show', 'u', 'really', 'easy', 'connect', 'make', 'lot', 'fun']","['go', 'really', 'want', 'overnight', 'stay', 'however', 'really', 'happy', 'outcome', 'glad', 'something', 'new', 'student']"
['nan'],"['advisor', 'great', 'really', 'present', 'important', 'information', 'timely', 'practical', 'manner']",['nan'],['nan'],['nan'],"['whole', 'organize', 'favorite', 'part', 'time', 'freedom', 'explore']",['nan']
['nan'],"['never', 'tell', 'live', 'learn', 'community', 'would', 'affect', 'schedule', 'never', 'inform', 'go', 'member', 'community', 'every', 'one', 'class', 'dissatisfy', 'want', 'different', 'people', 'various', 'class', 'despite', 'satisfy', 'schedule', 'advisor', 'helpful', 'understand']",['nan'],['nan'],['nan'],['nan'],['nan']
"['add', 'calculator', 'question', 'school', 'everything', 'math', 'teach', 'use', 'calculator', 'question', 'give', 'time', 'difficult', 'know', 'problem', 'hand', 'speak', 'school', 'sure', 'feel']",['nan'],['nan'],"['give', 'u', 'time', 'introduce', 'one', 'another']","['student', 'pay', 'college', 'include', 'would', 'nice', 'know', 'get', 'loan', 'grant', 'scholarship', 'pay', 'college']","['favorite', 'experience', 'walk', 'town', 'nice', 'feel', 'relax', 'long', 'day']",['nan']
['nan'],['nan'],"['family', 'love', 'guy', 'give', 'session', 'funny', 'also', 'relatable', 'give', 'helpful', 'information', 'time']","['game', 'group', 'activity', 'get', 'people', 'together', 'work', 'together']","['maybe', 'add', 'time', 'find', 'way', 'around', 'campus', 'also', 'add', 'group', 'game', 'activity', 'get', 'people', 'connect']","['love', 'begin', 'make', 'name', 'tag', 'flag', 'think', 'cool', 'idea', 'also', 'enjoy', 'talk', 'flash', 'guide', 'go', 'around', 'learn', 'thing', 'campus', 'school', 'start']",['nan']
['nan'],"['great', 'easy', 'talk', 'help', 'prepare', 'class']",['nan'],"['try', 'reach', 'people', 'either', 'click', 'want', 'talk']","['would', 'nice', 'get', 'talk', 'professor', 'get', 'feel', 'lecture', 'lad', 'would', 'go']","['walk', 'around', 'campus', 'town', 'area', 'also', 'get', 'meet', 'roommate']",['nan']
[],['nan'],['nan'],"['choice', 'talk', 'student', 'throughout', 'day']",[],"['get', 'know', 'current', 'future', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['choose', 'class']",['nan']
['nan'],['nan'],['nan'],['similarity'],"['depth', 'tour', 'campus']","['glow', 'party']","['additional', 'information', 'staff', 'unnecessary', 'could', 'fit', 'day', 'half', 'day', 'drag']"
['nan'],"['really', 'enjoy', 'involve', 'advisor', 'first', 'year', 'beyond', 'give', 'contact', 'go', 'college']",['nan'],['nan'],"['think', 'time', 'break', 'major', 'get', 'know', 'spend', 'time', 'college', 'get', 'know', 'little', 'bite', 'good']","['favorite', 'part', 'meet', 'advisor', 'set', 'schedule', 'put', 'ease', 'make', 'feel', 'confident', 'come', 'kent', 'state', 'fall', 'also', 'enjoy', 'hear', 'flash', 'guide', 'experience', 'get', 'idea', 'work']",['nan']
['nan'],['nan'],['nan'],"['time', 'college', 'group']","['thing', 'commuter', 'lot', 'information', 'apply', 'u']",['tour'],"['felt', 'useless', 'commuter', 'spend', 'day', 'half', 'campus', 'think', 'lot', 'information', 'good', 'also', 'guide', 'toward', 'people', 'reside', 'campus', 'need', 'information', 'commuter']"
"['calculator', 'use', 'unless', 'show']",['nan'],['nan'],"['parent', 'student', 'separate', 'early']",['nan'],"['love', 'get', 'choose', 'want', 'go', 'like', 'walk', 'around', 'get', 'know', 'campus']",['nan']
['nan'],"['advisor', 'helpful', 'schedule', 'prove', 'difficult', 'wasnt', 'able', 'get', 'class', 'want']","['amaze', 'extremely', 'helpful', 'cordial']",['nan'],['nan'],"['meet', 'friend', 'afraid']",['nan']
['nan'],"['everything', 'organize', 'make', 'whole', 'process', 'much', 'easy']",['nan'],"['think', 'well', 'do']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['need', 'friend']",['nan'],['nan'],['nan']
['nan'],"['best', 'go', 'everything', 'think', 'great']",['nan'],['nan'],"['time', 'thing', 'really', 'know', 'like', 'buy', 'book', 'thing', 'must', 'school', 'start', 'like', 'common', 'read', 'assignment']","['like', 'ask', 'flash', 'guide', 'experience']",['nan']
[],"['lady', 'talk']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['advisor', 'incredible', 'super', 'helpful', 'unique', 'situation', 'already', 'year', 'belt', 'give', 'many', 'amaze', 'tip', 'first', 'year', 'grateful']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['guy', 'advisor', 'still', 'help', 'lot', 'super', 'funny']",['nan'],"['time', 'chill']","['set', 'campus', 'tour', 'make']","['glow', 'party', 'bomb']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'get', 'guide', 'also', 'able', 'thing']",['nan']
['nan'],['nan'],"['one', 'professor', 'speak', 'first', 'repeat', 'every', 'three', 'word', 'probably', 'realize', 'try', 'fix', 'extremely', 'distract']","['mandatory', 'group', 'activity']",['nan'],"['listen', 'man', 'speak', 'live', 'campus', 'funny', 'entertain']",['nan']
['nan'],['nan'],['nan'],['nan'],"['independent', 'campus', 'explore', 'time']","['meet', 'friend', 'major', 'register', 'class']",['nan']
['nan'],['nan'],['nan'],"['time', 'college']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['unless', 'student', 'state', 'believe', 'student']",['nan'],['nan']
"['maybe', 'make', 'test', 'available', 'early', 'student', 'complete', 'still', 'remember', 'everything', 'high', 'school', 'math']",['nothing'],['nan'],"['parent', 'around', 'would', 'help', 'student', 'make', 'connection']","['time', 'new', 'student', 'socialize']","['hear', 'story', 'advice', 'flash', 'guide']",['nan']
['nan'],['nan'],['nan'],"['stuff', 'happen', 'naturally']","['maybe', 'queer', 'experience']",['sleep'],"['roommate', 'instead', 'random', 'people', 'fill', 'little', 'survey', 'interest', 'match', 'someone', 'similar']"
['nan'],['nan'],['nan'],"['would', 'like', 'incoming', 'student', 'similar', 'academic', 'interest', 'talk', 'get', 'know']",['nan'],"['get', 'connect', 'incoming', 'student']",['nan']
['nan'],['nan'],['nan'],"['roommate', 'nice', 'least', 'give', 'chance', 'try', 'make', 'friend', 'least', 'someone', 'sit', 'breakfast']",['nan'],['nan'],['nan']
['simple'],['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['put', 'warn', 'tell', 'take', 'test', 'seriously']","['talk', 'student', 'process', 'show', 'class', 'take', 'sign']",['nan'],"['able', 'actually', 'talk', 'people', 'really', 'time', 'lecture', 'day']","['expectation', 'professor', 'time', 'advise']","['tour', 'downtown', 'kent']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'incoming', 'student']",['nan']
"['review', 'button', 'go', 'back', 'check', 'answer']","['nice', 'understand', 'need', 'goal']",['nan'],"['similar', 'instance']","['think', 'guy', 'cover', 'perfectly', 'give', 'hand']","['favorite', 'part', 'experience', 'food', 'know', 'cliche', 'true', 'food', 'amaze', 'even', 'though', 'line', 'long', 'still', 'enough', 'time', 'eat', 'compliment', 'chef']",['nan']
[],['nan'],['nan'],['nan'],"['show', 'student', 'class']",['nan'],['nan']
['nan'],['nan'],['nan'],"['friendly', 'say', 'hi', 'everyone']",['nan'],"['walk', 'around', 'campus']",['nan']
"['feedback', 'get', 'pretty', 'self', 'explanatory']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['time', 'together', 'without', 'parent']","['explore', 'whole', 'campus']","['food', 'slap']",['nan']
['nan'],['nan'],['nan'],"['go', 'even', 'activity', 'would', 'meet', 'student']",['nan'],['nan'],['nan']
[],[],['nan'],['similarity'],[],"['food', 'friend']",[]
['nan'],['nan'],['nan'],['nan'],['nan'],['dorm'],['nan']
"['seem', 'purposeful']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
[],['nan'],['nan'],['nan'],['nan'],"['glow', 'party']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['commuter', 'force', 'stay', 'unnecessary', 'positive', 'first', 'experience', 'look']"
['negative'],['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['social', 'since', 'state', 'student', 'felt', 'leave', 'everyone', 'already', 'friend', 'know']","['flash', 'guide', 'story']","['glow', 'thing', 'final', 'chill', 'people', 'also', 'enjoy', 'basketball']",['nan']
['nan'],['nan'],"['begin', 'speaker', 'first', 'arrive', 'seem', 'really', 'repeat', 'lot', 'make', 'presentation', 'unengaging']","['activity', 'involve', 'student']","['would', 'suggest', 'maybe', 'provide', 'information', 'transfer', 'credit', 'buy', 'book', 'side', 'note', 'also', 'idea', 'summer', 'read', 'maybe', 'place', 'emphasis']","['really', 'enjoy', 'get', 'split', 'college', 'get', 'meet', 'spend', 'time']",['nan']
['nan'],['nan'],['nan'],['nan'],"['would', 'like', 'learn', 'difference', 'house', 'bring', 'first', 'year']",['nan'],['nan']
['nan'],"['joy', 'work', 'take', 'time', 'take', 'make', 'sure', 'love', 'class', 'time', 'take']",['nan'],['group'],['nan'],"['meet', 'new', 'friend']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['able', 'spend', 'overnight', 'roommate', 'fall']",['nan']
['nope'],['nan'],['nan'],['nan'],['nan'],"['able', 'see', 'tour', 'college', 'build', 'major']",['nan']
['nan'],['nan'],['nan'],"['everyone', 'nervous', 'make', 'new', 'friend', 'feel', 'like', 'easy', 'make', 'new', 'friend']","['everything', 'need']","['really', 'enjoy', 'activity', 'night', 'lot', 'fun', 'help', 'meet', 'new', 'people', 'also', 'enjoy', 'able', 'ask', 'flash', 'guide', 'concern', 'fall', 'semester']","['peanut', 'allergy', 'family', 'greatly', 'enjoy', 'everything', 'label', 'ingredient', 'din', 'hall']"
"['retake', 'place', 'try', 'change', 'take', 'house', 'instead', 'go', 'kent', 'state', 'retake']","['work', 'need', 'interest', 'patient']","['people', 'talk', 'specific', 'opportunity']","['get', 'comfort', 'zone']",['dorm'],['talk'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['go', 'individual', 'college', 'learn', 'get', 'know', 'rout']",['nan']
