OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],['nan'],['nan'],"['think', 'get', 'do', 'academic', 'advise', 'good', 'direction', 'give', 'go']","['love', 'even', 'social', 'story']","['believe', 'expect', 'behave', 'like', 'adult', 'live', 'college', 'experience']",['nan']
[],['nan'],"['prep', 'session', 'get', 'think', 'future', 'school', 'personal', 'goal', 'really', 'good', 'especially', 'talk', 'adviser', 'next', 'day']","['maybe', 'talk', 'schedule', 'like', 'see', 'work', 'maybe', 'something', 'new', 'student', 'future', 'else', 'avoid', 'think', 'work']","['like', 'student', 'away', 'parent', 'time', 'get', 'spend', 'get', 'know', 'one', 'best', 'thing', 'experience']","['believe', 'expect', 'explore', 'achieve', 'everything', 'kent', 'state']",['nan']
['nope'],['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['let', 'content', 'bare', 'minimum']",['nan']
['nan'],['nan'],['nan'],"['make', 'lunch', 'dinner', 'crowd']",['nan'],"['succeed', 'discover', 'also', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],[],"['meet', 'academic', 'advisor']","['show', 'pride', 'school', 'follow', 'dream', 'believe', 'change', 'dream', 'long', 'chase', 'success']","['like', 'get', 'take', 'placement', 'test', 'time', 'take', 'prior']"
[],['nan'],['nan'],['nope'],"['resource', 'fair', 'helpful', 'learn', 'program', 'opportunity', 'one', 'one']","['behave', 'appropriately', 'find', 'purpose', 'use', 'skill', 'effectively', 'make', 'difference', 'successful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['succeed', 'academic', 'facet', 'life']",['nan']
['nan'],"['already', 'know', 'everything', 'advisor', 'speak', 'session', 'real', 'benefit', 'outside', 'meet', 'introduce', 'advisor']","['really', 'stand', 'knowledge', 'enthusiasm', 'otherwise', 'pretty', 'average', 'orientation']","['individual', 'major']",[],"['succeed', 'excel', 'happy']",['nan']
['nan'],['nan'],['nan'],['nan'],"['like', 'walk', 'downtown', 'meet', 'someone', 'new', 'become', 'friend', 'quickly']","['well', 'enjoy', 'college']",['nan']
,,,,,,
['nan'],"['advisor', 'cash', 'helpful', 'kind', 'person', 'work', 'mention', 'early', 'thing', 'would', 'go', 'smooth', 'acceptance', 'ca', 'community', 'file', 'would', 'complaint']","['sit', 'place', 'long', 'become', 'really', 'mundane', 'really', 'quickly', 'hard', 'focus', 'lecture', 'crave', 'walk', 'time', 'maybe', 'space', 'let', 'student', 'walk', 'around', 'different', 'build', 'different', 'lecture', 'beg', 'move', 'around', 'whole']",['nan'],"['really', 'love', 'explore', 'downtown', 'social', 'event', 'night', 'finally', 'make', 'friend', 'really', 'connect', 'point', 'could', 'really', 'see', 'fun', 'make', 'friend', 'start', 'school', 'kent', 'extrovert', 'crave', 'interaction', 'people', 'day', 'really', 'get', 'explore', 'downtown', 'live', 'really', 'close', 'campus', 'meet', 'people', 'high', 'school', 'cling', 'day', 'walk', 'downtown', 'loud', 'boisterous', 'easily', 'make', 'friend', 'even', 'get', 'social', 'meet', 'next', 'day', 'really', 'great', 'experience']","['kind', 'sound', 'like', 'trick', 'question', 'honestly', 'think', 'normal', 'answer', 'would', 'gear', 'toward', 'academic', 'success', 'believe', 'true', 'also', 'love', 'kent', 'state', 'stress', 'individuality', 'acceptance', 'liberal', 'campus', 'believe', 'tolerance', 'alike', 'expect', 'encourage', 'student', 'one', 'big', 'reason', 'love', 'kent', 'state', 'much']",['nan']
['nan'],['nan'],['nan'],['nan'],"['opportunity', 'hangout', 'everyone', 'end', 'day', 'meet', 'new', 'people']","['able', 'balance', 'school', 'work', 'social', 'life', 'focus', 'school', 'spirit', 'get', 'involve', 'addition', 'study']",['nan']
,,,,,,
['nan'],['good'],['nan'],[],"['go', 'downtown', 'kent']","['high', 'expectation']",['nan']
"['give', 'preparation', 'material']",['nan'],['nan'],['nan'],['nan'],"['nothing', 'best']",['nan']
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'even', 'free', 'give', 'time', 'actually', 'explore', 'campus', 'talk', 'peer']","['involve', 'campus', 'focus', 'academic']","['build', 'include', 'dorm', 'uncomfortably', 'warm']"
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['love', 'able', 'meet', 'fellow', 'classmate']","['strive', 'find', 'purpose', 'best']",['nan']
"['fine', 'least', 'favorite', 'thing', 'graph', 'take', 'long', 'figure', 'overall', 'nice', 'test']","['advisor', 'awesome', 'helpful', 'will', 'answer', 'question', 'set', 'schedule', 'want', 'like', 'easy', 'talk']","['one', 'useful', 'session', 'day', 'informative', 'tell', 'class', 'take']","['think', 'everything', 'good', 'amount', 'time', 'every', 'session']","['like', 'able', 'stay', 'dorm', 'get', 'feel', 'go', 'like', 'like', 'individual', 'session', 'advisor', 'second', 'day', 'also']","['absolute', 'best', 'good', 'attitude', 'kind', 'make', 'friend', 'good', 'behavior', 'respectful']",['nan']
['nan'],['great'],['nan'],"['navigate', 'campus']","['schedule', 'class', 'favorite', 'part', 'flow', 'nicely', 'academic', 'advisor', 'extremely', 'helpful', 'informative']","['academic', 'excellence', 'intelligent', 'use', 'university', 'resource']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['importance', 'use', 'tool', 'around', 'find', 'purpose', 'drive', 'goal']",['nan']
,,,,,,
['nan'],"['good', 'answer', 'question', 'provide', 'contact', 'information', 'need', 'concern']","['enough', 'time', 'full', 'understand', 'suppose', 'fill', 'draft', 'schedule']",['nan'],"['favorite', 'part', 'walk', 'downtown', 'kent', 'first', 'night', 'game', 'karaoke', 'back', 'able', 'connect', 'new', 'friend', 'find', 'learn', 'get', 'around', 'campus']","['kent', 'student', 'expect', 'positively', 'represent', 'school', 'utilize', 'resource', 'education', 'provide', 'way', 'discover', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'entertain', 'funny', 'yet', 'still', 'informative']","['try', 'reach', 'full', 'potential']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['follow', 'rule', 'respectful', 'student', 'enjoy', 'time']",['nan']
['nan'],['nan'],['nan'],['nan'],"['everything', 'outside', 'ball', 'room']","['part', 'community', 'responsible', 'student']",['nan']
['nan'],"['professional', 'helpful', 'informative', 'approachable']",['nan'],"['thing', 'would', 'add', 'maybe', 'thing', 'direct', 'towards', 'student']","['sample', 'lecture']","['work', 'hard', 'go', 'class']","['victor', 'gold', 'team', 'awesome', 'knowledgeable', 'welcome', 'helpful', 'care', 'approachable', 'energetic']"
,,,,,,
['nan'],['nan'],['nan'],[],"['student', 'fair', 'chant', 'mac', 'maniac', 'event', 'downtown', 'experience']","['responsibility', 'someone', 'else', 'situation', 'necessary', 'become', 'academically', 'sound', 'find', 'purpose', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['learn', 'achieve', 'goal', 'positively', 'represent', 'kent', 'state']",['nan']
['nan'],['nan'],['nan'],"['believe', 'din', 'time', 'long', 'line', 'long', 'rush', 'eat']","['blue', 'team', 'wonderful', 'human', 'be']","['good', 'goa', 'involve']",['nan']
['nan'],['nan'],['nan'],['nope'],"['schedule', 'class', 'make', 'schedule']","['hard', 'excel', 'much', 'possible', 'also', 'make', 'goal', 'reach', 'goal', 'anyway', 'shape', 'form']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['responsible', 'mean', 'fun']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['meet', 'hear', 'story', 'incoming', 'freshman', 'basically', 'share', 'uncertainty', 'really', 'make', 'meet', 'people', 'easy']","['get', 'good', 'grade', 'make', 'friend']",['nan']
"['maybe', 'different', 'system', 'move', 'slow', 'way', 'input', 'answer', 'ideal']","['college', 'art', 'meet', 'man', 'schedule', 'class', 'however', 'actual', 'academic', 'advisor', 'think', 'personal', 'relationship', 'especially', 'someone', 'significant', 'academic', 'advisor', 'important', 'big', 'deal', 'something', 'keep', 'mind']",['nan'],"['maybe', 'allot', 'time', 'allow', 'student', 'explore', 'campus', 'get', 'big', 'picture']","['explore', 'downtown', 'kent', 'fun', 'allow', 'see', 'kent', 'offer', 'besides', 'university']","['fun', 'also', 'reach', 'correct', 'resource', 'need', 'time', 'need', 'believe', 'academic', 'honesty', 'actually', 'try', 'big', 'actually', 'put', 'work', 'try', 'hard', 'class', 'peer', 'superior', 'alike', 'will', 'help']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['follow', 'rule', 'attend', 'class']",['nan']
[],['nan'],['nan'],[],"['meet', 'personally', 'adviser']","['find', 'passion', 'fun', 'thrive', 'academically']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['would', 'talk', 'art', 'sure', 'many', 'student', 'major', 'area', 'would', 'nice', 'learn', 'band', 'choir', 'ensemble']","['love', 'friendly', 'invite', 'pick', 'perfect', 'people']","['mindful', 'pursue', 'dream']","['awesome', 'experience', 'may', 'enjoyable', 'personally', 'wonderful', 'time', 'guy', 'awesome', 'job', 'organize']"
,,,,,,
['nan'],['nan'],"['take', 'away', 'tremendous', 'amount', 'information', 'session']","['spend', 'time', 'tell', 'student', 'proper', 'method', 'purchase', 'book', 'also', 'let', 'student', 'know', 'build', 'locate']","['favorite', 'part', 'destination', 'kent', 'experience', 'get', 'hear', 'story', 'story', 'great', 'relatable']","['expect', 'well', 'school', 'also', 'expect', 'enjoy', 'campus']",['nan']
"['make', 'score', 'understandable', 'student', 'many', 'understand', 'grade', 'would', 'normally', 'consider', 'low']",['nan'],['nan'],['nan'],"['get', 'opportunity', 'take', 'people', 'already', 'college', 'attend', 'learn', 'life']","['effort', 'positive', 'attitude']",['nan']
['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'helpful', 'welcome', 'people', 'kent', 'make', 'good', 'experience']","['balance', 'social', 'life', 'get', 'work', 'do', 'order', 'successful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'good', 'reputation']",['nan']
['nan'],['nan'],['nan'],['nan'],"['even', 'first', 'day', 'give', 'time', 'talk', 'depth']","['participate', 'extracurricular', 'activity', 'succeed', 'academically']",['nan']
['nan'],['nan'],['nan'],['nan'],"['best', 'part', 'get', 'campus', 'full', 'day', 'half', 'get', 'idea', 'dorm', 'life', 'go', 'like', 'also', 'enjoy', 'get', 'get', 'hint', 'din', 'experience', 'well']","['think', 'go', 'expect', 'kent', 'state', 'student', 'make', 'sure', 'succeed', 'academically', 'take', 'pride', 'make', 'sure', 'everything', 'succeed', 'struggle', 'sure', 'ask', 'resource', 'campus', 'offer', 'would', 'fault', 'ask', 'help']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'school', 'get', 'involve', 'make', 'feel', 'like', 'home']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['go', 'class', 'pursue', 'interest', 'find', 'purpose']",['nan']
"['send', 'remind', 'student', 'require', 'take', 'placement', 'assessment', 'prior', 'attend', 'take', 'orientation']","['absolutely', 'love', 'academic', 'advisor', 'personable', 'welcome', 'comfortable', 'talk', 'helpful', 'take', 'interest', 'get', 'know', 'good']",['nan'],['nan'],"['really', 'enjoy', 'get', 'meet', 'people', 'go', 'class', 'make', 'fun', 'experience', 'great', 'get', 'involve', 'interact', 'u']","['follow', 'rule', 'conduct', 'represent', 'college', 'good', 'light']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['really', 'enjoy', 'spend', 'time', 'people', 'specific', 'major', 'college', 'think', 'focus']","['visit', 'downtown', 'walk', 'around', 'campus', 'make', 'feel', 'confident', 'enjoyable']","['pride', 'work', 'school', 'get', 'involve', 'build', 'person', 'want', 'become']",['nan']
['nan'],"['amaze', 'felt', 'welcome', 'every', 'question', 'get', 'exact', 'answer']",['nan'],"['get', 'around', 'campus']","['lounge', 'day']","['find', 'happy', 'whatever', 'fulfill', 'goal']",['nan']
['nan'],['nan'],['nan'],"['get', 'know', 'entire', 'campus', 'spend', 'much', 'time', 'lecture']","['even', 'activity', 'get', 'play', 'smash']",['successful'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['well', 'school', 'get', 'involve', 'accept', 'diversity']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['work', 'hard', 'also', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['try', 'hard', 'put', 'effort', 'class']",['nan']
"['consider', 'student', 'take', 'college', 'credit', 'take', 'test', 'find', 'even', 'take', 'math', 'course', 'credit']","['advisor', 'helpful']",['nan'],"['get', 'around', 'campus']","['talk', 'one', 'one', 'advisor']","['become', 'active', 'participate', 'class', 'join', 'organization']",['nan']
['nan'],"['go', 'really', 'well', 'feel', 'like', 'really', 'connect', 'advisor', 'one', 'college', 'experience', 'personal', 'student', 'much', 'beneficial']",['nan'],['nan'],"['meet', 'advisor', 'best', 'part', 'actual', 'first', 'step', 'life', 'also', 'really', 'enjoy', 'flash', 'guide', 'would', 'give', 'u', 'personal', 'advice', 'tip', 'trick', 'first', 'year']",['involve'],['nan']
['nan'],"['advisor', 'extremely', 'helpful', 'completely', 'job', 'lifesaver', 'idea', 'class', 'take']",['nan'],"['navigation', 'bite', 'slow', 'learner', 'navigation', 'department', 'would', 'helpful', 'give', 'least', 'small', 'part', 'campus', 'tour']","['people', 'meet', 'thing', 'discover', 'kent', 'make', 'actually', 'excite', 'fall', 'come']","['stand', 'leave', 'comfort', 'zone']",['nan']
"['unsure', 'know', 'complete', 'thing', 'need', 'finish']","['college', 'art', 'science', 'appointment', 'sit', 'outside', 'office', 'nothing', 'hour']","['certain', 'point', 'presentation', 'presentation', 'hour', 'hour', 'get', 'painful']",['nan'],"['favorite', 'part', 'end', 'day', 'one', 'allow', 'roam', 'campus', 'kind', 'figure', 'thing']","['involve', 'thing', 'outside', 'classroom', 'class', 'additionally', 'thrive', 'person']",['nan']
"['unsure', 'make', 'sure', 'do', 'go', 'finish']","['good', 'meet', 'college', 'art', 'science', 'eleven', 'clock', 'appointment', 'sit', 'outside', 'office', 'nothing', 'hour']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['suck', 'credit', 'class', 'full', 'control']","['really', 'nice', 'gear', 'college']","['time', 'student', 'college', 'major']","['schedule', 'class']",['graduate'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['behave', 'well', 'work', 'hard']",['nan']
['nan'],"['think', 'really', 'easy', 'process', 'satisfy', 'class', 'felt', 'like', 'question', 'answer']",['nan'],"['would', 'interest', 'hear', 'talk', 'tutor', 'resource', 'available', 'personal', 'experience']","['find', 'flash', 'guide', 'welcome', 'fill', 'information', 'seem', 'really', 'interest', 'experience', 'plan', 'future']","['believe', 'expect', 'succeed', 'best', 'ability', 'beyond']",['nan']
['nan'],['nan'],['nan'],"['little', 'time', 'registration', 'prep', 'college', 'discus', 'course', 'option']","['night', 'session', 'get', 'connect', 'student', 'listen', 'flash', 'guide', 'sing', 'karaoke']","['set', 'goal', 'achieve', 'whatever', 'measurable', 'way', 'determine']",['nan']
['nan'],['nan'],['nan'],"['focus', 'class', 'like', 'focus', 'change', 'also', 'cost', 'book', 'miscellaneous', 'expense', 'student', 'likely', 'encounter']","['schedule', 'class']","['work', 'get', 'involve', 'succeed']","['personally', 'like', 'much', 'time', 'spend', 'get', 'involve', 'social', 'aspect', 'school', 'feel', 'like', 'lot', 'information', 'repetitive', 'kind', 'felt', 'like', 'become', 'freshman', 'get', 'involve', 'may', 'help', 'lot', 'talk', 'much', 'kind', 'make', 'want', 'arrive', 'would', 'rather', 'spend', 'time', 'learn', 'essential', 'information', 'tip', 'like', 'much', 'money', 'save', 'book', 'thing', 'charge', 'education', 'finance', 'thing', 'like']"
"['math', 'placement', 'test', 'originally', 'block', 'flash', 'account', 'contact', 'campus', 'figure', 'would', 'suggest', 'try', 'make', 'sure', 'every', 'student', 'access', 'without', 'account', 'block']","['advisor', 'fantastic', 'know', 'make', 'feel', 'confident', 'future']","['college', 'art', 'science', 'would', 'nice', 'break', 'certain', 'major', 'talk', 'certain', 'major', 'may', 'need']","['campus', 'tour', 'get', 'know', 'navigate']","['enjoy', 'flash', 'guide', 'story', 'help', 'hear', 'actually', 'felt', 'come', 'kent']","['involve', 'make', 'path']",['nan']
,,,,,,
,,,,,,
['nan'],"['meet', 'advisor', 'interior', 'design', 'decide', 'change', 'major', 'human', 'resource', 'management', 'advisor', 'business', 'college', 'extremely', 'helpful', 'know', 'expect', 'help', 'change', 'class', 'act', 'annoy']","['flash', 'guide', 'wonderful', 'story', 'tip']","['tour', 'different', 'residence', 'hall']","['favorite', 'part', 'flash', 'guide', 'tell', 'story', 'story', 'inspirational', 'go']","['class', 'involve', 'advise', 'meet', 'seriously']",['nan']
,,,,,,
,,,,,,
,,,,,,
,,,,,,
['nan'],"['academic', 'advise', 'session', 'best', 'part', 'destination', 'kent', 'state']",['nan'],"['time', 'learn', 'navigate', 'campus', 'different', 'build']","['meet', 'advisor', 'receive', 'encouragement']","['find', 'definition', 'success', 'achieve']","['come', 'alone', 'without', 'parent', 'felt', 'lonely', 'encourage', 'student', 'bring', 'parent', 'get', 'impression', 'everyone', 'would', 'bring', 'parent', 'felt', 'like', 'everyone', 'else', 'besides', 'bring', 'parent', 'felt', 'alone']"
,,,,,,
"['foreign', 'language', 'placement', 'test', 'crash', 'do', 'test', 'would', 'crash', 'question', 'every', 'time', 'would', 'try']","['advisor', 'work', 'change', 'adjust', 'course', 'fit', 'time', 'restraint', 'want', 'will', 'help', 'take', 'opinion', 'seriously']",['nan'],"['walk', 'around', 'campus']","['mingle', 'time', 'incoming', 'student']","['go', 'class', 'take', 'credit', 'hour', 'semester', 'get', 'involve']",['nan']
"['explanation', 'foreign', 'language', 'exam']",['nan'],"['end', 'day', 'need', 'pep']","['athletics', 'type', 'club', 'join']",['fair'],"['involve', 'enjoy', 'environment', 'kent', 'resource']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['talk', 'loan']","['nighttime', 'program', 'student', 'get', 'walk', 'around', 'many', 'activity', 'lot', 'fun']","['involve', 'much', 'importantly', 'take', 'care', 'academic']",['nan']
"['would', 'nice', 'know', 'class', 'take', 'right', 'finish', 'test']","['maybe', 'road', 'show', 'plan', 'year', 'class']",['nan'],['lunch'],['talk'],"['well', 'round', 'student', 'give', 'get', 'college', 'experience']","['provide', 'good', 'system', 'lunch', 'crowd', 'disorganize', 'make', 'breakfast', 'late', 'morning']"
['moment'],"['appointment', 'clear', 'helpful', 'experience']","['staff', 'clear', 'concisely', 'entirety', 'portion', 'kent', 'state']","['general', 'navigation', 'spot', 'destination', 'kent', 'state']","['favorite', 'part', 'activity', 'near', 'end', 'day', 'hear', 'story', 'exemplify', 'college', 'opportunity', 'explore', 'purpose', 'live', 'rather', 'take', 'advantage', 'college', 'give']","['get', 'involve', 'get', 'help', 'support', 'need', 'find', 'purpose', 'afraid', 'explore', 'make', 'new', 'friend', 'join', 'kent', 'state']",['nan']
['nan'],"['felt', 'slightly', 'rush']",['nan'],"['get', 'around', 'campus']","['even', 'activity', 'flash', 'guide', 'dance', 'sing', 'encourage', 'everyone', 'else', 'get', 'involve']","['succeed', 'find', 'purpose']","['make', 'even', 'excite', 'golden', 'flash']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['put', 'best', 'effort', 'student', 'get', 'involve', 'college', 'event', 'group']",['nan']
['nan'],['nan'],['nan'],"['financial', 'aid']","['love', 'talk', 'make', 'feel', 'calm', 'attend', 'kent', 'state', 'close', 'age', 'already', 'go', 'first', 'year', 'process']","['involve', 'find', 'purpose', 'life']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'college', 'experience', 'utilize', 'campus', 'resource']",['nan']
['nan'],['nan'],['nan'],"['wish', 'would', 'time', 'get', 'know', 'major', 'start', 'day', 'one']","['flash', 'guide', 'amaze', 'informative', 'fell', 'like', 'make', 'friend', 'amaze']","['succeed', 'mean', 'ask', 'help', 'need', 'well', 'poise', 'fun', 'accept']","['bomb', 'dot']"
"['make', 'score', 'understandable']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],"['time', 'could', 'give', 'learn', 'use', 'tool', 'audit']","['enjoy', 'time', 'give', 'interact', 'student']","['get', 'involve', 'go', 'class', 'find', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['initiation', 'responsibility']",['nan']
,,,,,,
"['graph', 'computer', 'really', 'difficult', 'felt', 'rush', 'time', 'test']","['guy', 'tell', 'academic', 'advisor', 'keep', 'ask', 'stuff', 'show', 'also', 'schedule', 'class', 'another', 'lady', 'tell', 'need', 'go', 'rigorous', 'already', 'schedule', 'call', 'change', 'schedule', 'little', 'frustrate']",['nan'],['nan'],"['really', 'enjoy', 'everything', 'step', 'comfort', 'zone', 'go', 'ask', 'someone', 'could', 'sit', 'really', 'enjoy', 'last', 'session', 'flash', 'guide', 'story', 'hit', 'home']","['able', 'succeed', 'apart', 'team', 'know', 'everyone', 'help', 'huge', 'go', 'expect', 'ask', 'question', 'figure']","['really', 'thankful', 'experience', 'roommate', 'make', 'new', 'friend', 'learn', 'lot', 'aware', 'completely', 'step', 'small', 'comfort', 'zone', 'survive', 'excite', 'continue', 'adventure', 'kent', 'state', 'something', 'help', 'lot']"
['nan'],['nan'],['nan'],['nan'],['schedule'],"['get', 'involve']",['nan']
"['remind', 'student', 'early', 'take', 'make', 'clear', 'whether', 'necessary', 'take']","['nervous', 'little', 'unsure', 'would', 'best', 'schedule', 'first', 'semester', 'little', 'time', 'guidance', 'would', 'good']","['need', 'slightly', 'guidance', 'leave', 'still', 'feel', 'nervous']",[],"['enjoy', 'meet', 'new', 'people', 'free', 'time', 'end', 'day']","['find', 'successful']",['nan']
['nan'],['nan'],['nan'],"['get', 'know', 'student']","['favorite', 'part', 'meet', 'psychology', 'advisor', 'build', 'schedule', 'nice', 'help', 'build', 'schedule', 'want', 'would', 'work', 'best']","['believe', 'expect', 'perform', 'best', 'ability']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['work', 'hard', 'good', 'time']",['nan']
['nan'],['nan'],['nan'],['nan'],"['even', 'social', 'able', 'relax', 'fun', 'make', 'lot', 'new', 'connection', 'future', 'peer', 'current', 'peer']","['accountable', 'well', 'mannered', 'interaction', 'peer', 'faculty']",['nan']
['nan'],['nan'],['nan'],[],['leave'],['graduate'],['nan']
,,,,,,
"['feedback', 'like', 'provide', 'base', 'experience', 'placement', 'assessment', 'easy', 'use', 'provide', 'enough', 'information', 'understand', 'content', 'feature', 'assessment']","['felt', 'experience', 'academic', 'advise', 'good', 'experience', 'help', 'prepare', 'fall', 'semester', 'look', 'forward', 'discus', 'anything', 'pertain', 'first', 'year', 'college', 'academic', 'advisor', 'need', 'throughout', 'year']","['college', 'opportunity', 'advise', 'prep', 'program', 'session', 'informative', 'learn', 'immense', 'amount', 'resourceful', 'information', 'help', 'familiarize', 'transition', 'college']","['felt', 'entire', 'schedule', 'flexible', 'entirety', 'event', 'informative', 'way', 'able', 'obtain', 'insight', 'kent', 'state', 'like', 'student', 'staff']","['favorite', 'aspect', 'meet', 'hear', 'story', 'kent', 'state', 'experience', 'helpful', 'allow', 'become', 'familiar', 'campus']","['future', 'kent', 'state', 'student', 'expect', 'apply', 'knowledge', 'major', 'become', 'familiar', 'also', 'want', 'continue', 'academic', 'success', 'work', 'towards', 'bachelor', 'degree']",['nan']
"['take', 'placement', 'test', 'test', 'malfunction', 'someone', 'see', 'complete', 'test']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],['success'],['nan']
['nan'],"['adviser', 'amaze', 'help']",['nan'],"['time', 'get', 'know', 'campus']","['awesome', 'engage', 'everything']","['active', 'student', 'organization', 'keep', 'grade']",['nan']
['nan'],['nan'],['nan'],"['group', 'tour', 'parent', 'guest', 'guidance', 'find', 'class', 'schedule']",['nan'],"['academic', 'focus', 'appropriate', 'behavior', 'campus']",['nan']
['nan'],['nan'],['nan'],"['add', 'tour', 'student', 'see', 'class']","['meet', 'academic', 'advisor']","['graduate', 'degree', 'field', 'love', 'provide', 'opportunity', 'internship', 'help', 'prepare', 'career', 'want']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['academic', 'success']",['nan']
['nan'],['nan'],['nan'],"['think', 'little', 'time', 'split', 'small', 'group', 'ask', 'question', 'talk', 'without', 'huge', 'group', 'little', 'bite', 'find', 'much', 'time', 'really', 'let', 'people', 'ask', 'question']","['even', 'activity', 'allow', 'really', 'break', 'shell', 'meet', 'new', 'people', 'nice', 'also', 'like', 'able', 'follow', 'guide', 'small', 'group', 'explore', 'campus', 'downtown', 'little', 'bite', 'since', 'campus', 'big', 'still', 'kind', 'unfamiliar', 'campus']","['successful', 'time', 'college', 'explore', 'different', 'idea', 'culture', 'belief', 'order', 'accept']","['although', 'nervous', 'spend', 'two', 'day', 'kent', 'without', 'know', 'anyone', 'immediately', 'settle', 'find', 'atmosphere', 'comfortable', 'accept', 'enough', 'make', 'new', 'friend', 'learn', 'campus', 'glad', 'could', 'spend', 'two', 'day', 'kent', 'experience', 'leave', 'excite', 'first', 'semester', 'fall']"
['nan'],['nan'],['nan'],"['could', 'anything', 'need', 'tour', 'campus', 'nothing', 'bad', 'get', 'lose', 'first', 'day']","['truly', 'enjoy', 'able', 'connect', 'flash', 'guide']","['become', 'culturally', 'sound', 'make', 'friend']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['try', 'hard', 'succeed']",['nan']
[],"['academic', 'advise', 'go', 'well']",['great'],[],"['like', 'whole', 'program', 'great']",['successful'],['nan']
['nan'],['nan'],['nan'],[],"['late', 'night', 'activity']",['good'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['work', 'hard', 'never', 'give']",['nan']
['nan'],['nan'],"['process', 'try', 'select', 'class', 'base', 'major', 'kent', 'core', 'class', 'need', 'confuse', 'director', 'assistant', 'director', 'academic', 'advise', 'college', 'art', 'helpful', 'explain', 'process', 'sit', 'actual', 'academic', 'advisor', 'schedule', 'class', 'process', 'make', 'sense', 'suggestion', 'would', 'rather', 'try', 'explain', 'process', 'word', 'minimal', 'mock', 'advise', 'appointment', 'instead', 'student', 'see', 'need', 'prepare', 'appointment', 'also', 'majority', 'presentation', 'college', 'art', 'student', 'gear', 'towards', 'fashion', 'major', 'understand', 'fashion', 'grow', 'program', 'many', 'student', 'enter', 'field', 'one', 'two', 'total', 'student', 'major', 'study', 'personally', 'felt', 'slightly', 'disadvantage']",['nan'],['nan'],['yeah'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['involve', 'best', 'student']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['respectful', 'prideful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'grade']",['nan']
['nan'],['nan'],['nan'],"['activity', 'student', 'connect']","['divide', 'group', 'residence', 'live', 'commuter', 'talk', 'fun', 'register', 'class']","['figure', 'degree', 'graduate', 'long', 'life', 'friendship']",['nan']
['nan'],['nan'],['nan'],"['get', 'around', 'campus']",['nan'],"['academic', 'success']",['nan']
"['include', 'score', 'system', 'explain', 'score', 'mean']","['would', 'like', 'know', 'get', 'book', 'class']","['session', 'great', 'especially', 'flash', 'guide']","['get', 'around', 'campus', 'get', 'book']","['favorite', 'part', 'meet', 'flash', 'guide', 'could', 'really', 'connect', 'since', 'student', 'story', 'really', 'give', 'insight', 'college', 'like']","['academic', 'success']",['nan']
['nan'],['nan'],['nan'],['nan'],['talk'],"['well', 'school', 'find', 'purpose']",['nan']
